LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2023-10-08 04:14:42,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-49, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:44,1900-01-00 00:00:00,,EA:B9:DC:60:51:D2,-62,,0.000000,0.000000,0.000,0.000,Client
2023-10-08 04:14:44,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:44,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:44,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:45,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:46,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2023-10-08 04:14:46,1900-01-00 00:00:00,PLDTHOMEFIBRd5210,84:06:FA:DD:52:10,-51, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
